ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
			ancu1238				Ancux	NA	NA	[i-][w-][a-][g-ancu1238]
			anda1279				Andalusian	NA	NA	[i-][w-][a-][g-anda1279]
			anda1281				Andalal-Gxdatl	NA	NA	[i-][w-][a-][g-anda1281]
			anda1285				Andahuaylas	NA	NA	[i-][w-][a-][g-anda1285]
			anda1288				Andambit	NA	NA	[i-][w-][a-][g-anda1288]
			ande1246				Ande Koraga	NA	NA	[i-][w-][a-][g-ande1246]
			ande1248				Andelale	NA	NA	[i-][w-][a-][g-ande1248]
			ande1249				Andean Spanish	NA	NA	[i-][w-][a-][g-ande1249]
			ande1250				Andean Bolivian Spanish	NA	NA	[i-][w-][a-][g-ande1250]
			andh1241				Andhra Pradesh Lamani	NA	NA	[i-][w-][a-][g-andh1241]
			andh1247				Andhra Gutob	NA	NA	[i-][w-][a-][g-andh1247]
			andi1253				Andimeshki	NA	NA	[i-][w-][a-][g-andi1253]
			andi1256				Andinai	NA	NA	[i-][w-][a-][g-andi1256]
			andi1258				Andi of Andi	NA	NA	[i-][w-][a-][g-andi1258]
			ando1254				Andoquero	-0.666992	-72.310867	[i-][w-][a-][g-ando1254]
			ando1257				Andoke	NA	NA	[i-][w-][a-][g-ando1257]
			andr1246				Andro	24.754303	94.033796	[i-][w-][a-][g-andr1246]
			andr1247				Andri	NA	NA	[i-][w-][a-][g-andr1247]
			anee1234				Ane	NA	NA	[i-][w-][a-][g-anee1234]
			aneu1237				Aneuk Jamee	NA	NA	[i-][w-][a-][g-aneu1237]
			anex1238				Anexo	NA	NA	[i-][w-][a-][g-anex1238]
			anga1315				Angami Naga Sign Language	25.896367	93.719062	[i-][w-][a-][g-anga1315]
			ange1244				Angevin	NA	NA	[i-][w-][a-][g-ange1244]
			ange1245				Ångermanlandska	NA	NA	[i-][w-][a-][g-ange1245]
			angi1241				Angidin	NA	NA	[i-][w-][a-][g-angi1241]
			angk1247				Angkiyakmin	NA	NA	[i-][w-][a-][g-angk1247]
			angl1242				Anglo-Saxon Monastic Sign Language	NA	NA	[i-][w-][a-][g-angl1242]
			angl1262				Anlo	NA	NA	[i-][w-][a-][g-angl1262]
			angl1263				Anglat Agta	NA	NA	[i-][w-][a-][g-angl1263]
			angl1266				Angluo	NA	NA	[i-][w-][a-][g-angl1266]
			angl1267				Anglian	NA	NA	[i-][w-][a-][g-angl1267]
			ango1253				Angole	NA	NA	[i-][w-][a-][g-ango1253]
			ango1256				Angotero	NA	NA	[i-][w-][a-][g-ango1256]
			ango1259				Angola Nzeto	NA	NA	[i-][w-][a-][g-ango1259]
			ango1260				Angola Suku	NA	NA	[i-][w-][a-][g-ango1260]
			angp1238				Angphang	NA	NA	[i-][w-][a-][g-angp1238]
			angw1241				Angwe {Batu}	NA	NA	[i-][w-][a-][g-angw1241]
			angw1242				Angwe	NA	NA	[i-][w-][a-][g-angw1242]
			anha1238				Anhaqui	NA	NA	[i-][w-][a-][g-anha1238]
			anha1242				Anhar	NA	NA	[i-][w-][a-][g-anha1242]
			anha1243				Anhaltisch	NA	NA	[i-][w-][a-][g-anha1243]
			anhi1238				Anhil	NA	NA	[i-][w-][a-][g-anhi1238]
			anii1247				||Ani	NA	NA	[i-][w-][a-][g-anii1247]
			anin1241				Anini-Y	NA	NA	[i-][w-][a-][g-anin1241]
			anio1238				Aniocha	NA	NA	[i-][w-][a-][g-anio1238]
			aniw1237				Aniwa	NA	NA	[i-][w-][a-][g-aniw1237]
			aniz1234				Anizah of the Syrian desert	NA	NA	[i-][w-][a-][g-aniz1234]
			anja1239				Anjagwa	NA	NA	[i-][w-][a-][g-anja1239]
			anju1241				Anjuski	NA	NA	[i-][w-][a-][g-anju1241]
			anka1245				Anka	NA	NA	[i-][w-][a-][g-anka1245]
			anka1247				Ankai	NA	NA	[i-][w-][a-][g-anka1247]
			ankp1238				Ankpa	NA	NA	[i-][w-][a-][g-ankp1238]
			anma1240				Anmatyerr Auxiliary Sign Language	NA	NA	[i-][w-][a-][g-anma1240]
			anoo1238				Ano	NA	NA	[i-][w-][a-][g-anoo1238]
			ansb1234				Ansbacher-Neustadter-Coburger Franconian	NA	NA	[i-][w-][a-][g-ansb1234]
			anta1252				Antarbedi	NA	NA	[i-][w-][a-][g-anta1252]
			anta1254				Anta	NA	NA	[i-][w-][a-][g-anta1254]
			anta1256				Antabamba	NA	NA	[i-][w-][a-][g-anta1256]
			anta1257				Antabamba {Arequipa-La Union Quechua}	NA	NA	[i-][w-][a-][g-anta1257]
			anta1259				Antaimoro	NA	NA	[i-][w-][a-][g-anta1259]
			anta1260				Antambohoaka	NA	NA	[i-][w-][a-][g-anta1260]
			anta1261				Antaisaka	NA	NA	[i-][w-][a-][g-anta1261]
			anta1262				Antanalana	NA	NA	[i-][w-][a-][g-anta1262]
			anti1242				Antioquian	7.199341	-75.342236	[i-][w-][a-][g-anti1242]
			anti1246				Antioch	NA	NA	[i-][w-][a-][g-anti1246]
			anti1248				Anti-Atlas	NA	NA	[i-][w-][a-][g-anti1248]
			anto1235				Antoniano Salinan	NA	NA	[i-][w-][a-][g-anto1235]
			antw1238				Antwerps	NA	NA	[i-][w-][a-][g-antw1238]
			antw1239				Antwerp Brabants	NA	NA	[i-][w-][a-][g-antw1239]
			anuu1242				Anu {Ghana}	NA	NA	[i-][w-][a-][g-anuu1242]
			anuu1243				Anu	NA	NA	[i-][w-][a-][g-anuu1243]
			anya1244				Anyang	NA	NA	[i-][w-][a-][g-anya1244]
			anya1245				Anyama	NA	NA	[i-][w-][a-][g-anya1245]
			anya1246				Anyang {Cameroon}	NA	NA	[i-][w-][a-][g-anya1246]
			anyi1247				Anyi	28.84359	115.54773	[i-][w-][a-][g-anyi1247]
			anyu1238				Anyugba	NA	NA	[i-][w-][a-][g-anyu1238]
			anyx1238				Anykh	NA	NA	[i-][w-][a-][g-anyx1238]
			anza1234				Anzali	NA	NA	[i-][w-][a-][g-anza1234]
			aohe1238				Aoheng	NA	NA	[i-][w-][a-][g-aohe1238]
			aola1237				Aola	NA	NA	[i-][w-][a-][g-aola1237]
			aolu1238				Aoluguya	NA	NA	[i-][w-][a-][g-aolu1238]
			aota1239				Ao Ta	NA	NA	[i-][w-][a-][g-aota1239]
			aouu1238				Nuclear A`ou	NA	NA	[i-][w-][a-][g-aouu1238]
			aowi1238				Aowin	NA	NA	[i-][w-][a-][g-aowi1238]
			apaa1238				Apa	NA	NA	[i-][w-][a-][g-apaa1238]
			apah1238				Apahapsili	NA	NA	[i-][w-][a-][g-apah1238]
			apan1242				Apani	NA	NA	[i-][w-][a-][g-apan1242]
			apan1243				Apanjekra	NA	NA	[i-][w-][a-][g-apan1243]
			apap1240				Apapocuva	NA	NA	[i-][w-][a-][g-apap1240]
			apap1241				Apapantilla	NA	NA	[i-][w-][a-][g-apap1241]
			apia1246				Apiapum	NA	NA	[i-][w-][a-][g-apia1246]
			apia1247				Apiaka-Tocantins	-6.5	-49.771729	[i-][w-][a-][g-apia1247]
			apmi1239				Apmisibil	NA	NA	[i-][w-][a-][g-apmi1239]
			apoi1238				Apoi	NA	NA	[i-][w-][a-][g-apoi1238]
			apok1238				Apuka	NA	NA	[i-][w-][a-][g-apok1238]
			apol1241				Apolo	NA	NA	[i-][w-][a-][g-apol1241]
			apol1242				Apolista	-14.83	-68.66	[i-][w-][a-][g-apol1242]
			apon1238				Aponte Inga	NA	NA	[i-][w-][a-][g-apon1238]
			apon1239				Aponte-Santiago Inga	NA	NA	[i-][w-][a-][g-apon1239]
			apos1239				Apos	NA	NA	[i-][w-][a-][g-apos1239]
			apot1235				Apoto	NA	NA	[i-][w-][a-][g-apot1235]
			appa1236				Appalachian English	NA	NA	[i-][w-][a-][g-appa1236]
			appe1239				Appelbo	NA	NA	[i-][w-][a-][g-appe1239]
			apso1237				Apsokok	NA	NA	[i-][w-][a-][g-apso1237]
			apuk1238				Apuk	NA	NA	[i-][w-][a-][g-apuk1238]
			apul1236				Apulia-Calabrian Greek	40.35	18.166667	[i-][w-][a-][g-apul1236]
			apul1237				Apulian Greek	40.24882	18.28318	[i-][w-][a-][g-apul1237]
			apur1252				Southern Pura	NA	NA	[i-][w-][a-][g-apur1252]
			apur1253				Apuri	NA	NA	[i-][w-][a-][g-apur1253]
			apur1255				Apuri-Madean-Vinac	NA	NA	[i-][w-][a-][g-apur1255]
			aqus1234				Aqusha-Uraxi	NA	NA	[i-][w-][a-][g-aqus1234]
			arab1265				Arabkir	NA	NA	[i-][w-][a-][g-arab1265]
			arab1399				Arab El-Naim Sign Language	32.8875	35.29	[i-][w-][a-][g-arab1399]
			arab1400				Arabkhane	NA	NA	[i-][w-][a-][g-arab1400]
			arac1235				Aracaju	NA	NA	[i-][w-][a-][g-arac1235]
			arad1238				Aradhin	NA	NA	[i-][w-][a-][g-arad1238]
			araf1245				Arafundi-Enga Pidgin	-5.101836	143.298006	[i-][w-][a-][g-araf1245]
			arag1246				Modern Castilian of Aragon	NA	NA	[i-][w-][a-][g-arag1246]
			arai1239				Araicu	-3.104315	-67.2052	[i-][w-][a-][g-arai1239]
			arak1251				Araki {Iran}	NA	NA	[i-][w-][a-][g-arak1251]
			arak1253				Arakan Manobo	NA	NA	[i-][w-][a-][g-arak1253]
			arak1258				Arakmbut	NA	NA	[i-][w-][a-][g-arak1258]
			aral1244				Aralle	NA	NA	[i-][w-][a-][g-aral1244]
			aram1254				Aramia River	NA	NA	[i-][w-][a-][g-aram1254]
			aram1260				Arame-Gubaare	12.299274	-16.373202	[i-][w-][a-][g-aram1260]
			aran1260				Aranese	NA	NA	[i-][w-][a-][g-aran1260]
			aran1264				Arangka`a	NA	NA	[i-][w-][a-][g-aran1264]
			aran1268				Arani-Bidgoli	NA	NA	[i-][w-][a-][g-aran1268]
			aran1269				Arana-Borum	NA	NA	[i-][w-][a-][g-aran1269]
			aran1270				Aranda Auxiliary Sign Language	NA	NA	[i-][w-][a-][g-aran1270]
			arap1278				Arap	NA	NA	[i-][w-][a-][g-arap1278]
			arar1263				Ararapina	NA	NA	[i-][w-][a-][g-arar1263]
			arar1264				Ararawa	NA	NA	[i-][w-][a-][g-arar1264]
			arar1265				Arara-Shawanawa	NA	NA	[i-][w-][a-][g-arar1265]
			arar1266				Ararat	NA	NA	[i-][w-][a-][g-arar1266]
			aras1241				Arasairi	NA	NA	[i-][w-][a-][g-aras1241]
			arau1254				Arau-Varosia	NA	NA	[i-][w-][a-][g-arau1254]
			arav1239				Arava	NA	NA	[i-][w-][a-][g-arav1239]
			arav1240				Aravia	NA	NA	[i-][w-][a-][g-arav1240]
			araw1271				Nuclear Arawe	NA	NA	[i-][w-][a-][g-araw1271]
			araw1280				Arawa	NA	NA	[i-][w-][a-][g-araw1280]
			araz1236				Arazaire	-13.25	-70.8	[i-][w-][a-][g-araz1236]
			arba1240				Arbanasi	NA	NA	[i-][w-][a-][g-arba1240]
			arbe1239				Arbel	NA	NA	[i-][w-][a-][g-arbe1239]
			arbo1235				Arborense	NA	NA	[i-][w-][a-][g-arbo1235]
			arca1234				Arcado-Cypriot	NA	NA	[i-][w-][a-][g-arca1234]
			arch1246				Archaic Norrlandic	66.32	22.84	[i-][w-][a-][g-arch1246]
			arch1247				Archaic Irish {7th century}	NA	NA	[i-][w-][a-][g-arch1247]
			arch1248				Archaic Egyptian	NA	NA	[i-][w-][a-][g-arch1248]
			arda1234				Ardakani	NA	NA	[i-][w-][a-][g-arda1234]
			arde1234				Ardestani	NA	NA	[i-][w-][a-][g-arde1234]
			ardv1234				Ardvin-Tbilisi	NA	NA	[i-][w-][a-][g-ardv1234]
			areb1239				Arebhashe	NA	NA	[i-][w-][a-][g-areb1239]
			arec1238				Arecuna	NA	NA	[i-][w-][a-][g-arec1238]
			arek1234				Arekan	NA	NA	[i-][w-][a-][g-arek1234]
			ares1234				Aresh-Havarik	NA	NA	[i-][w-][a-][g-ares1234]
			aret1240				Aret	NA	NA	[i-][w-][a-][g-aret1240]
			arew1238				Arewa	NA	NA	[i-][w-][a-][g-arew1238]
			arhe1238				Arhe	NA	NA	[i-][w-][a-][g-arhe1238]
			arid1234				Arid-Washm-Sudair	NA	NA	[i-][w-][a-][g-arid1234]
			arie1239				Ariegeois	NA	NA	[i-][w-][a-][g-arie1239]
			arif1240				Arifama	NA	NA	[i-][w-][a-][g-arif1240]
			arig1247				Arigidi	NA	NA	[i-][w-][a-][g-arig1247]
			arig1248				Arigibi	NA	NA	[i-][w-][a-][g-arig1248]
			arii1244				Ari {Papua New Guinea}	NA	NA	[i-][w-][a-][g-arii1244]
			arik1266				Arik	NA	NA	[i-][w-][a-][g-arik1266]
			arin1246				Arinbit	NA	NA	[i-][w-][a-][g-arin1246]
			ario1238				Ariom	NA	NA	[i-][w-][a-][g-ario1238]
			ariz1237				Arizona Tewa	35.836667	-110.381389	[i-][w-][a-][g-ariz1237]
			arka1238				Arkan Valley	NA	NA	[i-][w-][a-][g-arka1238]
			arli1238				Arlija	NA	NA	[i-][w-][a-][g-arli1238]
			arli1239				Arli-Dolenjski	NA	NA	[i-][w-][a-][g-arli1239]
			arma1243				Arman	59.67099	150.13239	[i-][w-][a-][g-arma1243]
			arma1245				Armaneshti	NA	NA	[i-][w-][a-][g-arma1245]
			arma1246				Arma-Aurahua-Chupamarca	NA	NA	[i-][w-][a-][g-arma1246]
			arme1260				Mədrəsə	NA	NA	[i-][w-][a-][g-arme1260]
			aroa1234				Aroaqui	-2.102167	-60.398433	[i-][w-][a-][g-aroa1234]
			arog1238				Arogbo	NA	NA	[i-][w-][a-][g-arog1238]
			aroh1238				Arohun	NA	NA	[i-][w-][a-][g-aroh1238]
			arok1238				Arokaara	NA	NA	[i-][w-][a-][g-arok1238]
			arom1238				Aroma	NA	NA	[i-][w-][a-][g-arom1238]
			arop1244				Arop	NA	NA	[i-][w-][a-][g-arop1244]
			arsh1235				Arsho	NA	NA	[i-][w-][a-][g-arsh1235]
			arsi1238				Arsi	NA	NA	[i-][w-][a-][g-arsi1238]
			arsj1234				Arsjogg	NA	NA	[i-][w-][a-][g-arsj1234]
			arti1237				Artial	NA	NA	[i-][w-][a-][g-arti1237]
			arto1238				Artois	NA	NA	[i-][w-][a-][g-arto1238]
			artv1238				Artvin	NA	NA	[i-][w-][a-][g-artv1238]
			arua1259				Arua	NA	NA	[i-][w-][a-][g-arua1259]
			arua1262				Aruashi	NA	NA	[i-][w-][a-][g-arua1262]
			arua1264				Aruan	-0.608631	-50.123291	[i-][w-][a-][g-arua1264]
			arub1238				Caquetio	11.28679	-69.65051	[i-][w-][a-][g-arub1238]
			arug1238				Arughunya	NA	NA	[i-][w-][a-][g-arug1238]
			arum1242				Arumbi	NA	NA	[i-][w-][a-][g-arum1242]
			arum1243				Arumaka	NA	NA	[i-][w-][a-][g-arum1243]
			arup1240				Arupai	NA	NA	[i-][w-][a-][g-arup1240]
			arus1241				Əruskuş-Dağ Quşcu	NA	NA	[i-][w-][a-][g-arus1241]
			arus1242				Arusha	NA	NA	[i-][w-][a-][g-arus1242]
			arus1243				Arusa	NA	NA	[i-][w-][a-][g-arus1243]
			arut1243				Arut	NA	NA	[i-][w-][a-][g-arut1243]
			arwa1237				Arwala	NA	NA	[i-][w-][a-][g-arwa1237]
			arze1238				Arzeu	NA	NA	[i-][w-][a-][g-arze1238]
			asaa1238				Asa	NA	NA	[i-][w-][a-][g-asaa1238]
			asak1234				Asakh	NA	NA	[i-][w-][a-][g-asak1234]
			asal1234				Asalemi	NA	NA	[i-][w-][a-][g-asal1234]
			asan1239				Asante	NA	NA	[i-][w-][a-][g-asan1239]
			asap1239				Asapa	NA	NA	[i-][w-][a-][g-asap1239]
			asat1235				Asat	NA	NA	[i-][w-][a-][g-asat1235]
			asba1238				Asbalmin	NA	NA	[i-][w-][a-][g-asba1238]
			aseb1238				Asebi	NA	NA	[i-][w-][a-][g-aseb1238]
			asee1238				Ase	NA	NA	[i-][w-][a-][g-asee1238]
			asen1242				Asen	NA	NA	[i-][w-][a-][g-asen1242]
			asen1243				Asento	NA	NA	[i-][w-][a-][g-asen1243]
			asen1244				Åsen	NA	NA	[i-][w-][a-][g-asen1244]
			aser1237				Asera	NA	NA	[i-][w-][a-][g-aser1237]
			aset1235				Ase-Taveak	NA	NA	[i-][w-][a-][g-aset1235]
			aset1237				Aset	NA	NA	[i-][w-][a-][g-aset1237]
			asha1245				Ashali	NA	NA	[i-][w-][a-][g-asha1245]
			ashe1270				Ashen	NA	NA	[i-][w-][a-][g-ashe1270]
			ashi1242				Ashiti	NA	NA	[i-][w-][a-][g-ashi1242]
			ashi1243				Ashing	29.01028	94.90194	[i-][w-][a-][g-ashi1243]
			ashk1245				Ashkharik	NA	NA	[i-][w-][a-][g-ashk1245]
			ashk1247				Ashkaraua	NA	NA	[i-][w-][a-][g-ashk1247]
			ashr1238				Ashreti	NA	NA	[i-][w-][a-][g-ashr1238]
			asht1245				Ashtikulin	NA	NA	[i-][w-][a-][g-asht1245]
			ashu1242				Ashkunu	NA	NA	[i-][w-][a-][g-ashu1242]
			ashu1243				Ashuku	NA	NA	[i-][w-][a-][g-ashu1243]
			asia1264				Asiaoro	-10.280863	149.361218	[i-][w-][a-][g-asia1264]
			asia1266				Asia Minor	NA	NA	[i-][w-][a-][g-asia1266]
			asif1237				Asifabad	NA	NA	[i-][w-][a-][g-asif1237]
			asla1234				Aslanbeck	NA	NA	[i-][w-][a-][g-asla1234]
			ason1245				Asong	NA	NA	[i-][w-][a-][g-ason1245]
			ason1246				Asonga	NA	NA	[i-][w-][a-][g-ason1246]
			ason1247				Asonga {Ngumbi}	NA	NA	[i-][w-][a-][g-ason1247]
			aspr1238				Aspromonte	38.0166	15.88621	[i-][w-][a-][g-aspr1238]
			assa1265				Assam Khamti	NA	NA	[i-][w-][a-][g-assa1265]
			assa1267				Assaikio	NA	NA	[i-][w-][a-][g-assa1267]
			assa1268				Assaka	NA	NA	[i-][w-][a-][g-assa1268]
			assa1272				Assaorta	NA	NA	[i-][w-][a-][g-assa1272]
			asse1237				Assem	NA	NA	[i-][w-][a-][g-asse1237]
			assi1246				Assi	NA	NA	[i-][w-][a-][g-assi1246]
			assy1242				Assyrian	NA	NA	[i-][w-][a-][g-assy1242]
			asta1240				Astara	NA	NA	[i-][w-][a-][g-asta1240]
			asto1242				Astori	NA	NA	[i-][w-][a-][g-asto1242]
			asto1243				Astor	NA	NA	[i-][w-][a-][g-asto1243]
			astr1245				Astrakhan Armenian	NA	NA	[i-][w-][a-][g-astr1245]
			astr1246				Astrakhan Tatar	NA	NA	[i-][w-][a-][g-astr1246]
			astu1246				Asturian	NA	NA	[i-][w-][a-][g-astu1246]
			asyu1234				Asyūṭ–Gina	NA	NA	[i-][w-][a-][g-asyu1234]
			asyu1235				Asyūṭ–Luxor	NA	NA	[i-][w-][a-][g-asyu1235]
			ataa1241				Ata {New Britain}	NA	NA	[i-][w-][a-][g-ataa1241]
			atab1238				Ataba	NA	NA	[i-][w-][a-][g-atab1238]
			atac1235				Atacame	0.834931	-79.778137	[i-][w-][a-][g-atac1235]
			atak1250				Atakora Fulfulde	NA	NA	[i-][w-][a-][g-atak1250]
			atak1251				Atakat	NA	NA	[i-][w-][a-][g-atak1251]
			atal1239				Atala	NA	NA	[i-][w-][a-][g-atal1239]
			atar1237				Ataripoe	NA	NA	[i-][w-][a-][g-atar1237]
			atch1238				Atchin	NA	NA	[i-][w-][a-][g-atch1238]
			ater1235				Ater	NA	NA	[i-][w-][a-][g-ater1235]
			ates1238				Atesino	NA	NA	[i-][w-][a-][g-ates1238]
			athe1238				Athens	NA	NA	[i-][w-][a-][g-athe1238]
			athi1234				Athima	-17.2	142.4	[i-][w-][a-][g-athi1234]
			atho1238				Athoc	NA	NA	[i-][w-][a-][g-atho1238]
			atie1234				Ati {Espiritu Santo}	NA	NA	[i-][w-][a-][g-atie1234]
			atim1239				Atimelang	NA	NA	[i-][w-][a-][g-atim1239]
			atin1240				Atina-Pazar	NA	NA	[i-][w-][a-][g-atin1240]
			atin1241				Atinggola	NA	NA	[i-][w-][a-][g-atin1241]
			atis1238				Atisa	NA	NA	[i-][w-][a-][g-atis1238]
			atit1238				Atitlin Mixe	NA	NA	[i-][w-][a-][g-atit1238]
			atiu1237				Atiu	NA	NA	[i-][w-][a-][g-atiu1237]
			atla1270				Atlacomulco-Temascalcingo	NA	NA	[i-][w-][a-][g-atla1270]
			atla1271				Atlamajalcingo del Monte	17.311733	-98.607579	[i-][w-][a-][g-atla1271]
			atla1283				Atlantic Provinces English	NA	NA	[i-][w-][a-][g-atla1283]
			ator1243				Atorai	NA	NA	[i-][w-][a-][g-ator1243]
			atru1239				Atruahi	NA	NA	[i-][w-][a-][g-atru1239]
			atru1243				Atrush Jewish Neo-Aramaic	NA	NA	[i-][w-][a-][g-atru1243]
			atsa1243				At Samat-Phay Lom	NA	NA	[i-][w-][a-][g-atsa1243]
			atsi1239				Atsilima	NA	NA	[i-][w-][a-][g-atsi1239]
			atti1240				Attic	NA	NA	[i-][w-][a-][g-atti1240]
			atto1238				Attock Hindko	NA	NA	[i-][w-][a-][g-atto1238]
			atum1238				Atumfuor	NA	NA	[i-][w-][a-][g-atum1238]
			auaa1240				Aua {Pileni}	NA	NA	[i-][w-][a-][g-auaa1240]
			auaa1241				Aua	NA	NA	[i-][w-][a-][g-auaa1241]
			auch1238				Auchi	NA	NA	[i-][w-][a-][g-auch1238]
			auga1239				Auga	NA	NA	[i-][w-][a-][g-auga1239]
			augu1237				Augustinian Sign Language	NA	NA	[i-][w-][a-][g-augu1237]
			augu1243				Augu	NA	NA	[i-][w-][a-][g-augu1243]
			auia1238				Auia-Tarauwi	NA	NA	[i-][w-][a-][g-auia1238]
			auks1239				Aukshtaitish	NA	NA	[i-][w-][a-][g-auks1239]
			aume1238				Aumenefa	NA	NA	[i-][w-][a-][g-aume1238]
			auni1244				Auni	NA	NA	[i-][w-][a-][g-auni1244]
			aura1242				Aurama	NA	NA	[i-][w-][a-][g-aura1242]
			aure1239				Aurei	NA	NA	[i-][w-][a-][g-aure1239]
			auss1240				Aussa	NA	NA	[i-][w-][a-][g-auss1240]
			aust1242				Austronesian Hiri Motu	NA	NA	[i-][w-][a-][g-aust1242]
			aust1313				Australic English	NA	NA	[i-][w-][a-][g-aust1313]
			aust1314				Australian English	NA	NA	[i-][w-][a-][g-aust1314]
			aust1315				Australian Vernacular English	NA	NA	[i-][w-][a-][g-aust1315]
			auve1239				Auvergnat Occitan	45.1278	3.1311	[i-][w-][a-][g-auve1239]
			auwa1241				Auwaka	NA	NA	[i-][w-][a-][g-auwa1241]
			auwa1242				Auwa	NA	NA	[i-][w-][a-][g-auwa1242]
			avaa1240				Ava	NA	NA	[i-][w-][a-][g-avaa1240]
			avai1234				Avaipa	-6.211	155.39	[i-][w-][a-][g-avai1234]
			aval1237				Alavan	NA	NA	[i-][w-][a-][g-aval1237]
			avam1236				Avam	NA	NA	[i-][w-][a-][g-avam1236]
			avan1234				Avankari Hindko	NA	NA	[i-][w-][a-][g-avan1234]
			avar1257				Avari	NA	NA	[i-][w-][a-][g-avar1257]
			avas1237				Avaso	NA	NA	[i-][w-][a-][g-avas1237]
			aven1238				Aveno	NA	NA	[i-][w-][a-][g-aven1238]
			aver1239				Averi	NA	NA	[i-][w-][a-][g-aver1239]
			avia1241				Avianwu	NA	NA	[i-][w-][a-][g-avia1241]
			avia1242				Aviara	NA	NA	[i-][w-][a-][g-avia1242]
			avie1238				Aviele	NA	NA	[i-][w-][a-][g-avie1238]
			avok1243				Avokaya Pur	NA	NA	[i-][w-][a-][g-avok1243]
			avok1244				Avok	-16.536653	167.773866	[i-][w-][a-][g-avok1244]
			avun1237				Avunatari	NA	NA	[i-][w-][a-][g-avun1237]
			awaa1246				Awa	NA	NA	[i-][w-][a-][g-awaa1246]
			awab1244				Awabagal	NA	NA	[i-][w-][a-][g-awab1244]
			awag1234				Awa {Guaja}	NA	NA	[i-][w-][a-][g-awag1234]
			awak1251				Awake	NA	NA	[i-][w-][a-][g-awak1251]
			awal1237				Awale	NA	NA	[i-][w-][a-][g-awal1237]
			awal1239				Awalai Awa	NA	NA	[i-][w-][a-][g-awal1239]
			awan1239				Awan	NA	NA	[i-][w-][a-][g-awan1239]
			away1237				Awayama	NA	NA	[i-][w-][a-][g-away1237]
			awee1240				Awe	NA	NA	[i-][w-][a-][g-awee1240]
			awee1241				A`we	NA	NA	[i-][w-][a-][g-awee1241]
			aweg1238				Awege	NA	NA	[i-][w-][a-][g-aweg1238]
			awem1238				Awembak	NA	NA	[i-][w-][a-][g-awem1238]
			awia1234				Awiakay-Karimba	-4.67314	143.71036	[i-][w-][a-][g-awia1234]
			awia1235				Awiakay	NA	NA	[i-][w-][a-][g-awia1235]
			awim1234				Awim	NA	NA	[i-][w-][a-][g-awim1234]
			awit1237				Awit	NA	NA	[i-][w-][a-][g-awit1237]
			awor1241				Aworo	NA	NA	[i-][w-][a-][g-awor1241]
			awor1242				Awori	NA	NA	[i-][w-][a-][g-awor1242]
			axax1234				Axaxdərə Akhvakh	NA	NA	[i-][w-][a-][g-axax1234]
			axel1238				Axels	NA	NA	[i-][w-][a-][g-axel1238]
			ayan1239				Ayangan Ifugao	NA	NA	[i-][w-][a-][g-ayan1239]
			ayiz1246				Ayizo-Seto	NA	NA	[i-][w-][a-][g-ayiz1246]
			ayiz1247				Ayizo-Tori	NA	NA	[i-][w-][a-][g-ayiz1247]
			ayiz1248				Ayizo-Kobe	NA	NA	[i-][w-][a-][g-ayiz1248]
			ayna1239				Aynallu	NA	NA	[i-][w-][a-][g-ayna1239]
			aynt1234				Ayntab	NA	NA	[i-][w-][a-][g-aynt1234]
			ayom1234				Ayoman	NA	NA	[i-][w-][a-][g-ayom1234]
			ayot1238				Ayotzintepec	NA	NA	[i-][w-][a-][g-ayot1238]
			ayri1234				Ayrico	NA	NA	[i-][w-][a-][g-ayri1234]
			ayta1251				Ayta Hambali	NA	NA	[i-][w-][a-][g-ayta1251]
			aytb1234				Ayt Bunsar	NA	NA	[i-][w-][a-][g-aytb1234]
			ayth1234				Ayt Hmed	NA	NA	[i-][w-][a-][g-ayth1234]
			aytm1234				Ayt Mezduy	NA	NA	[i-][w-][a-][g-aytm1234]
			ayts1234				Ayt Seddat	NA	NA	[i-][w-][a-][g-ayts1234]
			aytw1238				Ayt Waziten	NA	NA	[i-][w-][a-][g-aytw1238]
			ayun1238				Ayun	NA	NA	[i-][w-][a-][g-ayun1238]
			azam1235				Azamgarhi	NA	NA	[i-][w-][a-][g-azam1235]
			azan1238				Azangaro-Huangascar-Chocos	NA	NA	[i-][w-][a-][g-azan1238]
			azaw1238				Kel Ilokkod	NA	NA	[i-][w-][a-][g-azaw1238]
			azer1256				Azer	NA	NA	[i-][w-][a-][g-azer1256]
			azex1234				Azex	NA	NA	[i-][w-][a-][g-azex1234]
			azhi1238				Azhiga	NA	NA	[i-][w-][a-][g-azhi1238]
			azom1238				Azom	NA	NA	[i-][w-][a-][g-azom1238]
			azon1238				Azonyu	NA	NA	[i-][w-][a-][g-azon1238]
			azua1234				Azuay Highland Quichua	NA	NA	[i-][w-][a-][g-azua1234]
			azza1238				Azzaga	NA	NA	[i-][w-][a-][g-azza1238]
			baaa1237				Ba`a	NA	NA	[i-][w-][a-][g-baaa1237]
			baad1239				Baadu	NA	NA	[i-][w-][a-][g-baad1239]
			baag1244				Baagato	NA	NA	[i-][w-][a-][g-baag1244]
			baam1237				Ba`amang	NA	NA	[i-][w-][a-][g-baam1237]
			baan1243				Baanma	NA	NA	[i-][w-][a-][g-baan1243]
			baaw1234				Baawaja	NA	NA	[i-][w-][a-][g-baaw1234]
