ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
qxp			puno1238	Quechua. Puno			Puno Quechua	-14.608	-70.2084	[i-qxp][w-][a-][g-puno1238]
qxq			qash1240	Kashkay			Qashqa`i	28.25931	52.83349	[i-qxq][w-][a-][g-qash1240]
qxr			cana1262	Quichua. Canar Highland			Canar-Azuay-South Chimborazo Highland Quichua	-2.48314	-78.9672	[i-qxr][w-][a-][g-cana1262]
qxs			sout2728	Qiang. Southern			Southern Qiang	31.5392	103.384	[i-qxs][w-][a-][g-sout2728]
qxt			sant1433	Quechua. Santa Ana de Tusi Pasco			Santa Ana de Tusi Pasco Quechua	-10.3302	-76.2753	[i-qxt][w-][a-][g-sant1433]
qxu			areq1237	Quechua. Arequipa-La Union			Arequipa-La Union Quechua	-15.1806	-72.6333	[i-qxu][w-][a-][g-areq1237]
qxw			jauj1238	Quechua. Jauja Wanca			Jauja Wanca Quechua	-11.6747	-75.2786	[i-qxw][w-][a-][g-jauj1238]
qya			quen1234				Quenya	NA	NA	[i-qya][w-][a-][g-quen1234]
qyp			wamp1250				Wampano	41.2021	-73.3798	[i-qyp][w-][a-][g-wamp1250]
raa			dung1252	Dungmali			Dungmali	26.9813	87.3328	[i-raa][w-][a-][g-dung1252]
rab	cml	2360	caml1239	Chamling	Camling	Camling	Camling	27.3371	86.7612	[i-rab][w-cml][a-2360][g-caml1239]
rac			rasa1243	Rasawa			Rasawa	-2.37609	136.352	[i-rac][w-][a-][g-rasa1243]
rad	rad	2361	rade1240	Rade	Rade	Rade	Rade	12.979	108.41	[i-rad][w-rad][a-2361][g-rade1240]
rae			rana1249				Ranau {Retired}	NA	NA	[i-rae][w-][a-][g-rana1249]
raf			west2422	Mewahang. Western			Western Meohang	27.4265	87.2893	[i-raf][w-][a-][g-west2422]
rag			logo1258	Lulogooli			Logooli	0.09487	34.729	[i-rag][w-][a-][g-logo1258]
rah		2944	rabh1238	Rabha		Rabha	Rabha	25.8248	91.1689	[i-rah][w-][a-2944][g-rabh1238]
rai			ramo1244	Ramoaaina			Ramoaaina	-4.17306	152.451	[i-rai][w-][a-][g-ramo1244]
rak			tulu1259	Tulu-Bohuai			Tulu-Bohuai	-2.14155	146.934	[i-rak][w-][a-][g-tulu1259]
ral	ral	3171	ralt1242	Ralte	Ralte	Ralte	Ralte	25.0201	94.7381	[i-ral][w-ral][a-3171][g-ralt1242]
ram		43	cane1242	Canela		Canela-Kraho	Canela-Kraho	-6.10712	-45.1299	[i-ram][w-][a-43][g-cane1242]
ram		756	cane1242	Canela		Canela	Canela-Kraho	-6.10712	-45.1299	[i-ram][w-][a-756][g-cane1242]
ram	cnl		ramk1239	Canela	Canela			-7	-45	[i-ram][w-cnl][a-][g-ramk1239]
ran	ria	2362	rian1263	Riantana	Riantana	Riantana	Riantana	-7.50746	138.484	[i-ran][w-ria][a-2362][g-rian1263]
rao	rao	2363	raoo1244	Rao	Rao	Rao	Rao	-4.85243	144.511	[i-rao][w-rao][a-2363][g-raoo1244]
rap	rap	564	rapa1244	Rapa Nui	Rapanui	Rapanui	Rapanui	-27.113	-109.342	[i-rap][w-rap][a-564][g-rapa1244]
raq			saam1282	Saam			Saam	26.8442	87.9534	[i-raq][w-][a-][g-saam1282]
rar			raro1241	Rarotongan			Southern Cook Island Maori	-21.23	-159.78	[i-rar][w-][a-][g-raro1241]
ras	ras	1387	tega1236	Tegali	Rashad	Rashad	Tegali	11.9523	31.1112	[i-ras][w-ras][a-1387][g-tega1236]
ras	ras	323	tega1236	Tegali	Rashad	Orig	Tegali	11.9523	31.1112	[i-ras][w-ras][a-323][g-tega1236]
rat			raza1238	Razajerdi			Razajerdi	36.267	50.002	[i-rat][w-][a-][g-raza1238]
rau			raut1239	Raute			Raute	28.9518	81.1617	[i-rau][w-][a-][g-raut1239]
rav			samp1249	Sampang			Sampang	27.2999	87.0019	[i-rav][w-][a-][g-samp1249]
raw	raw	2364	rawa1265	Rawang	Rawang	Rawang	Rawang	27.1027	97.0738	[i-raw][w-raw][a-2364][g-rawa1265]
rax			rang1269	Rang			Rang	8.001	10.58	[i-rax][w-][a-][g-rang1269]
ray			rapa1245	Rapa			Mangaia-Old Rapa	-27.6304	-144.338	[i-ray][w-][a-][g-rapa1245]
raz			raha1237	Rahambuu			Rahambuu	-3.24627	121.059	[i-raz][w-][a-][g-raha1237]
rbb			ruma1248	Palaung. Rumai			Rumai Palaung	23.6404	97.3172	[i-rbb][w-][a-][g-ruma1248]
rbk				Bontok. Northern				NA	NA	[i-rbk][w-][a-][g-]
rbl			dara1251	Bikol. Miraya			Daraga	13.17	123.5	[i-rbl][w-][a-][g-dara1251]
rbp			bara1404	Barababaraba			Barababaraba	NA	NA	[i-rbp][w-][a-][g-bara1404]
rcf			reun1238	Reunion Creole French			Reunion Creole French	-21.1131	55.5321	[i-rcf][w-][a-][g-reun1238]
rdb			rudb1238	Rudbari			Rudbari	37.0878	49.8801	[i-rdb][w-][a-][g-rudb1238]
rea			rera1240	Rerau			Rerau	-5.51361	145.716	[i-rea][w-][a-][g-rera1240]
reb			remb1250	Rembong			Rembong-Wangka	-8.53361	120.973	[i-reb][w-][a-][g-remb1250]
ree			reja1241	Kayan. Rejang			Rejang Kayan	2.71903	114.169	[i-ree][w-][a-][g-reja1241]
reg		2914	kara1481	Kara		Kara {Tanzania}	Kara {Tanzania}	-1.83511	33.0488	[i-reg][w-][a-2914][g-kara1481]
rei			reli1238	Reli			Reli	18.1213	82.4996	[i-rei][w-][a-][g-reli1238]
rej	rej	2365	reja1240	Rejang	Rejang	Rejang	Rejang	-3.33056	102.434	[i-rej][w-rej][a-2365][g-reja1240]
rel	ren	2366	rend1243	Rendille	Rendille	Rendille	Rendille	2.27065	37.3608	[i-rel][w-ren][a-2366][g-rend1243]
rem		1005	remo1248	Remo		Remo	Remo of the Moa river	-7.33333	-74.0833	[i-rem][w-][a-1005][g-remo1248]
ren	rng	2367	reng1252	Rengao	Rengao	Rengao	Rengao	14.456	107.9459	[i-ren][w-rng][a-2367][g-reng1252]
rer			rerb1235	Rer Bare			Rer Bare	4.11661	41.7065	[i-rer][w-][a-][g-rerb1235]
res			resh1242	Reshe			Reshe	10.77046	4.62395	[i-res][w-][a-][g-resh1242]
ret			rett1240	Reta			Reta	-8.22481	124.36	[i-ret][w-][a-][g-rett1240]
rey		2997	reye1240	Reyesano		Reyesano	Reyesano	-14.8333	-67.0833	[i-rey][w-][a-2997][g-reye1240]
rga			rori1237	Roria			Mores	-15.4048	166.843	[i-rga][w-][a-][g-rori1237]
rge			roma1240	Romano-Greek			Romano-Greek	38.6347	23.2164	[i-rge][w-][a-][g-roma1240]
rgk	joh	3126	rang1266	Rangkas	Johari	Rangkas	Rangkas	29.2278	80.0845	[i-rgk][w-joh][a-3126][g-rang1266]
rgn			roma1328	Romagnol			Romagnol	44.2349	11.7189	[i-rgn][w-][a-][g-roma1328]
rgr	res	339	resi1247	Resigaro	Resigaro	Resigaro	Resigaro	-1.169535	-71.60524	[i-rgr][w-res][a-339][g-resi1247]
rgs			sout3010	Roglai. Southern			Southern Roglai	11.3003	108.318	[i-rgs][w-][a-][g-sout3010]
rgu			ring1244	Rikou			Ringgou	-10.5515	123.311	[i-rgu][w-][a-][g-ring1244]
rhg			rohi1238	Rohingya			Rohingya	20.833082	92.393968	[i-rhg][w-][a-][g-rohi1238]
rhp			yaha1247	Yahang			Yahang	-3.73035	142.4	[i-rhp][w-][a-][g-yaha1247]
ria			rian1262	Riang			Riang {India}	23.6803	92.0321	[i-ria][w-][a-][g-rian1262]
rib			brib1244				Bribri Sign Language	9.4	-83.05	[i-rib][w-][a-][g-brib1244]
rie			rien1238	Rien			Rien	19.5084	102.591	[i-rie][w-][a-][g-rien1238]
rif	brf	2369	tari1263	Tarifit	Berber {Rif}	Berber {Rif}	Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	34.916974	-3.430616	[i-rif][w-brf][a-2369][g-tari1263]
ril			rian1261	Riang			Riang {Myanmar}	24.0521	98.8333	[i-ril][w-][a-][g-rian1261]
rim	rim	2370	nyat1246	Nyaturu	Rimi	Rimi	Nyaturu	-5.12263	34.6657	[i-rim][w-rim][a-2370][g-nyat1246]
rin			nung1292	Nungu			Nungu	8.95481	8.62164	[i-rin][w-][a-][g-nung1292]
rir			ribu1241	Ribun			Ribun	0.32189	110.207	[i-rir][w-][a-][g-ribu1241]
rit	rit	2371	rita1239	Ritarungo	Ritharngu	Ritharngu	Ritharrngu	-13.4559	135.259	[i-rit][w-rit][a-2371][g-rita1239]
riu			riun1237	Riung			Riung	-8.60342	121.122	[i-riu][w-][a-][g-riun1237]
rjb			rajb1244				Rajbanshi {Retired}	NA	NA	[i-rjb][w-][a-][g-rajb1244]
rjg			rajo1237	Rajong			Rajong	-8.658096	120.874418	[i-rjg][w-][a-][g-rajo1237]
rji	rji	735	raji1240	Raji	Raji	Raji	Raji	28.6151	81.577	[i-rji][w-rji][a-735][g-raji1240]
rjs			rajb1243	Rajbanshi			Rajbanshi	26.521945	88.038582	[i-rjs][w-][a-][g-rajb1243]
rka			krao1238	Kraol			Kraol	12.8107	106.539	[i-rka][w-][a-][g-krao1238]
rkb	rik	925	rikb1245	Rikbaktsa	Rikbaktsa	Rikbaktsa	Rikbaktsa	-11.1887	-58.1942	[i-rkb][w-rik][a-925][g-rikb1245]
rkh			raka1237	Rakahanga-Manihiki			Rakahanga-Manihiki	-10.03	-161.09	[i-rkh][w-][a-][g-raka1237]
rki			rakh1245	Rakhine			Rakhine	20.527429	93.145906	[i-rki][w-][a-][g-rakh1245]
rkm			mark1256	Marka			Marka	12.7178	-3.58355	[i-rkm][w-][a-][g-mark1256]
rkt			rang1265	Rangpuri			Central-Eastern Kamta	26.3834	88.4536	[i-rkt][w-][a-][g-rang1265]
rkw			arak1254	Arakwal			Arakwal	NA	NA	[i-rkw][w-][a-][g-arak1254]
rma	ram	454	rama1270	Rama	Rama	Rama	Rama	11.5007	-83.8571	[i-rma][w-ram][a-454][g-rama1270]
rmb	rmb	473	remb1249	Rembarunga	Rembarnga	Rembarrnga	Rembarrnga	-12.9608	134.308	[i-rmb][w-rmb][a-473][g-remb1249]
rmc			carp1235	Romani. Carpathian			Central Romani	48.1968	20.3129	[i-rmc][w-][a-][g-carp1235]
rmd			trav1237	Traveller Danish			Traveller Danish	55.5605	12.059	[i-rmd][w-][a-][g-trav1237]
rme			angl1239	Angloromani			Archaic Angloromani	51.75	-2.56	[i-rme][w-][a-][g-angl1239]
rmf			kalo1256	Romani. Kalo Finnish			Kalo Finnish Romani	60.45	24.43	[i-rmf][w-][a-][g-kalo1256]
rmg			trav1236	Norwegian. Traveller			Traveller Norwegian	62.6217	9.48913	[i-rmg][w-][a-][g-trav1236]
rmh			murk1238	Murkim			Murkim	-4.07548	140.913	[i-rmh][w-][a-][g-murk1238]
rmi			loma1235	Lomavren			Lomavren	41.599419	44.094985	[i-rmi][w-][a-][g-loma1235]
rmk			romk1240	Romkun			Romkun	-4.58919	144.689	[i-rmk][w-][a-][g-romk1240]
rml	rnr		balt1257	Romani. Baltic	Romani {North Russian}		Baltic Romani	60	38	[i-rml][w-rnr][a-][g-balt1257]
rmm			roma1332	Roma			Roma	-7.58643	127.428	[i-rmm][w-][a-][g-roma1332]
rmn	rav	1393	balk1252	Romani. Balkan	Romani {Ajia Varvara}	Romani {Ajia Varvara}	Balkan Romani	42.67	21.17	[i-rmn][w-rav][a-1393][g-balk1252]
rmn	rav	1394	balk1252	Romani. Balkan	Romani {Ajia Varvara}	Romani {Bugurdzi}	Balkan Romani	42.67	21.17	[i-rmn][w-rav][a-1394][g-balk1252]
rmn	rav	798	balk1252	Romani. Balkan	Romani {Ajia Varvara}	Romani {Sepecides}	Balkan Romani	42.67	21.17	[i-rmn][w-rav][a-798][g-balk1252]
rmo	rbg	2372	sint1235	Romani. Sinte	Romani {Burgenland}	Romani {Burgenland}	Sinte-Manus Romani	48.7	9.4	[i-rmo][w-rbg][a-2372][g-sint1235]
rmp			remp1241	Rempi			Rempi	-5.02487	145.782	[i-rmp][w-][a-][g-remp1241]
rmq			calo1236	Calo			Calo	41.424	0.6	[i-rmq][w-][a-][g-calo1236]
rmr			calo1235				Calo	40.8339	-3.5144	[i-rmr][w-][a-][g-calo1235]
rms			roma1324	Romanian Sign Language			Romanian Sign Language	44.9292	26.2924	[i-rms][w-][a-][g-roma1324]
rmt	dom	2373	doma1258	Domari	Domari	Domari	Domari	32	35	[i-rmt][w-dom][a-2373][g-doma1258]
rmu			tavr1235	Romani. Tavringer			Tavringer Romani	62.2313	14.4036	[i-rmu][w-][a-][g-tavr1235]
rmv			roma1338				Romanova	NA	NA	[i-rmv][w-][a-][g-roma1338]
rmw	rwe	2374	wels1246	Romani. Welsh	Romani {Welsh}	Romani {Welsh}	Welsh Romani	52.1166	-3.7888	[i-rmw][w-rwe][a-2374][g-wels1246]
rmx			roma1331	Romam			Romam	14.34	107.447	[i-rmx][w-][a-][g-roma1331]
rmy	rka	1395	vlax1238	Romani. Vlax	Romani {Kalderash}	Romani {Kalderash}	Vlax Romani	46.09	18.16	[i-rmy][w-rka][a-1395][g-vlax1238]
rmy	rka	1396	vlax1238	Romani. Vlax	Romani {Kalderash}	Romani {Lovari}	Vlax Romani	46.09	18.16	[i-rmy][w-rka][a-1396][g-vlax1238]
rmz	akm		marm1234	Marma	Arakanese {Marma}		Marma	22.759948	92.210748	[i-rmz][w-akm][a-][g-marm1234]
rna			runa1235	Runa			Runa	2.74999	-76.5	[i-rna][w-][a-][g-runa1235]
rnb			brun1247				Brunca Sign Language	9.978549	-84.821363	[i-rnb][w-][a-][g-brun1247]
rnd			ruun1238	Ruund			Ruund	-8.86971	21.4164	[i-rnd][w-][a-][g-ruun1238]
rng	rga	2377	rong1268	Ronga	Ronga	Ronga	Ronga	-26.7329	32.6167	[i-rng][w-rga][a-2377][g-rong1268]
rnl			rang1267	Ranglong			Halam	23.819438	91.66491	[i-rnl][w-][a-][g-rang1267]
rnn			roon1237	Roon			Roon	-2.43005	134.556	[i-rnn][w-][a-][g-roon1237]
rnp	mrc	786	rong1264	Rongpo	Marchha	Marchha	Rongpo	30.528	79.567	[i-rnp][w-mrc][a-786][g-rong1264]
rnr			nari1241	Nari Nari			Nari Nari	-34.53088	144.34507	[i-rnr][w-][a-][g-nari1241]
rnw			rung1255	Rungwa			Rungwa	-7.24959	31.7614	[i-rnw][w-][a-][g-rung1255]
rob			taee1237	Tae`			Tae`	-2.58205	120.139	[i-rob][w-][a-][g-taee1237]
roc			cacg1235	Roglai. Cacgia			Cacgia Roglai	11.6489	109.138	[i-roc][w-][a-][g-cacg1235]
rod			rogo1238	Rogo			Rogo	10.56	6.946	[i-rod][w-][a-][g-rogo1238]
roe			ronj1237	Ronji			Ronji	-5.80782	146.731	[i-roe][w-][a-][g-ronj1237]
rof			romb1244	Rombo			Rombo	-3.07772	37.5382	[i-rof][w-][a-][g-romb1244]
rog	rgn	2375	nort2994	Roglai. Northern	Roglai {Northern}	Roglai {Northern}	Northern Roglai	12.1967	108.849	[i-rog][w-rgn][a-2375][g-nort2994]
roh	rsu	1389	roma1326	Romansch	Romansch {Sursilvan}	Romansch {Scharans}	Romansh	46.5538	9.92812	[i-roh][w-rsu][a-1389][g-roma1326]
roh	rsu	1390	roma1326	Romansch	Romansch {Sursilvan}	Romansch {Surmeiran}	Romansh	46.5538	9.92812	[i-roh][w-rsu][a-1390][g-roma1326]
roh	rsu	1391	roma1326	Romansch	Romansch {Sursilvan}	Romansch {Sursilvan}	Romansh	46.5538	9.92812	[i-roh][w-rsu][a-1391][g-roma1326]
roh	rsu	2368	roma1326	Romansch	Romansch {Sursilvan}	Romansch	Romansh	46.5538	9.92812	[i-roh][w-rsu][a-2368][g-roma1326]
rol			romb1245	Romblomanon			Romblomanon	12.4047	122.56	[i-rol][w-][a-][g-romb1245]
rom		2376	roma1329			Romani {North Russian}		NA	NA	[i-rom][w-][a-2376][g-roma1329]
ron	rom	1398	roma1327	Romanian	Romanian	Moldavian	Romanian	46.3913	24.2256	[i-ron][w-rom][a-1398][g-roma1327]
ron	rom	683	roma1327	Romanian	Romanian	Romanian	Romanian	46.3913	24.2256	[i-ron][w-rom][a-683][g-roma1327]
roo	rtk	2378	roto1249	Rotokas	Rotokas	Rotokas	Rotokas	-5.94339	155.154	[i-roo][w-rtk][a-2378][g-roto1249]
rop	kfc	2379	krio1252	Kriol	Kriol {Fitzroy Crossing}	Kriol {Ngukurr}	Kriol	-18.135	137.669	[i-rop][w-kfc][a-2379][g-krio1252]
rop	kfc	778	krio1252	Kriol	Kriol {Fitzroy Crossing}	Kriol {Fitzroy Crossing}	Kriol	-18.135	137.669	[i-rop][w-kfc][a-778][g-krio1252]
ror			rong1269	Rongga			Rongga	-8.84604	120.702	[i-ror][w-][a-][g-rong1269]
rou	run	2381	rung1258	Runga	Runga	Runga	Runga	9.7154	20.9945	[i-rou][w-run][a-2381][g-rung1258]
row			dela1251	Dela-Oenale			Dela-Oenale	-10.8469	122.852	[i-row][w-][a-][g-dela1251]
rpn			repa1237	Repanbitip			Repanbitip	-16.3265	167.619	[i-rpn][w-][a-][g-repa1237]
rpt			rapt1240	Rapting			Rapting	-4.99351	145.671	[i-rpt][w-][a-][g-rapt1240]
rri			riri1237	Ririo			Ririo	-6.88927	156.92	[i-rri][w-][a-][g-riri1237]
rro	ror	2382	waim1251	Waima	Roro	Roro	Waima	-8.67145	146.544	[i-rro][w-ror][a-2382][g-waim1251]
rrt			arit1239				Arritinngithigh	-12.96	141.95	[i-rrt][w-][a-][g-arit1239]
rsb			roma1241	Romano-Serbian			Serbo-Bosnian Vlax	45.2552	20.3762	[i-rsb][w-][a-][g-roma1241]
rsi			renn1236	Rennellese Sign Language			Rennellese Sign Language	-11.615	160.219	[i-rsi][w-][a-][g-renn1236]
rsk			pann1240				Pannonian Ruthenian	NA	NA	[i-rsk][w-][a-][g-pann1240]
rsl	rsl	2383	russ1255	Russian Sign Language	Russian Sign Language	Sign Language Russian	Russian-Tajik Sign Language	56	44	[i-rsl][w-rsl][a-2383][g-russ1255]
rsm			miri1273				Miriwoong Sign Language	-15.77361	128.73861	[i-rsm][w-][a-][g-miri1273]
rsn			rwan1246				Rwandan Sign Language	-1.38553	30.23427	[i-rsn][w-][a-][g-rwan1246]
rsw			rish1234				Rishiwa	10.169	8.3	[i-rsw][w-][a-][g-rish1234]
rtc			rung1263	Chin. Rungtu			Rungtu Chin	NA	NA	[i-rtc][w-][a-][g-rung1263]
rth	tor	2384	rata1244	Ratahan	Toratan	Toratan	Ratahan	1.07592	124.858	[i-rth][w-tor][a-2384][g-rata1244]
rtm	rot	2385	rotu1241	Rotuman	Rotuman	Rotuman	Rotuman	-12.5008	177.066	[i-rtm][w-rot][a-2385][g-rotu1241]
rts			yura1256				Yurats	NA	NA	[i-rts][w-][a-][g-yura1256]
rtw			rath1243	Rathawi			Rathawi	22.309	73.186	[i-rtw][w-][a-][g-rath1243]
rub			gung1250	Gungu			Gungu	2.06754	31.4819	[i-rub][w-][a-][g-gung1250]
ruc			ruul1235	Ruuli			Ruuli	1.41726	32.4179	[i-ruc][w-][a-][g-ruul1235]
rue			rusy1239	Rusyn			Rusyn	48.7171	22.9579	[i-rue][w-][a-][g-rusy1239]
ruf			lugu1238	Luguru			Luguru	-6.86828	37.5557	[i-ruf][w-][a-][g-lugu1238]
rug	rov	2387	rovi1238	Roviana	Roviana	Roviana	Roviana	-8.20493	157.408	[i-rug][w-rov][a-2387][g-rovi1238]
ruh			ruga1238	Ruga			Ruga	25.506	91.469	[i-ruh][w-][a-][g-ruga1238]
rui			rufi1234	Rufiji			Rufiji	-7.99059	38.7133	[i-rui][w-][a-][g-rufi1234]
ruk			chee1238	Kuce			Che	10.0031	8.67024	[i-ruk][w-][a-][g-chee1238]
run	rnd	741	rund1242	Rundi	Rundi	Rundi	Rundi	-2.94	29.97	[i-run][w-rnd][a-741][g-rund1242]
ruo			istr1245	Romanian. Istro			Istro-Romanian	45.433	14.2	[i-ruo][w-][a-][g-istr1245]
rup			arom1237	Aromanian			Aromanian	40.616	21.2	[i-rup][w-][a-][g-arom1237]
ruq			megl1237	Romanian. Megleno			Megleno-Romanian	41.1174	22.3782	[i-ruq][w-][a-][g-megl1237]
rus	rus	340	russ1263	Russian	Russian	Russian	Russian	59	50	[i-rus][w-rus][a-340][g-russ1263]
rut	rut	2388	rutu1240	Rutul	Rutul	Rutul	Rutul	41.6187	47.3244	[i-rut][w-rut][a-2388][g-rutu1240]
ruu			lana1236	Lobu. Lanas			Lanas Lobu	5.39196	116.577	[i-ruu][w-][a-][g-lana1236]
ruy			mala1471	Mala			Mala {Nigeria}	10.5776	8.09838	[i-ruy][w-][a-][g-mala1471]
ruz			ruma1250	Ruma			Ruma	10.571	8.21883	[i-ruz][w-][a-][g-ruma1250]
rwa	pok	2390	rawo1244	Rawo	Poko-Rawo	Poko-Rawo	Rawo	-2.84201	141.603	[i-rwa][w-pok][a-2390][g-rawo1244]
rwk			rwaa1238	Rwa			Rwa	-3.42862	36.7686	[i-rwk][w-][a-][g-rwaa1238]
rwl			ruwi1234				Ruwila	NA	NA	[i-rwl][w-][a-][g-ruwi1234]
rwm			amba1263	Amba			Amba {Uganda}	0.81206	30.0014	[i-rwm][w-][a-][g-amba1263]
rwo	rwa	2391	rawa1267	Rawa	Rawa	Rawa	Rawa	-5.83155	145.937	[i-rwo][w-rwa][a-2391][g-rawa1267]
rwr			marw1260	Marwari			Marwari {India}	27.002	75.0656	[i-rwr][w-][a-][g-marw1260]
rws			rawa1268				Rawas {Retired}	NA	NA	[i-rws][w-][a-][g-rawa1268]
rxd			ngar1288	Ngardi			Ngardi	-21.0231	129.0308	[i-rxd][w-][a-][g-ngar1288]
rxw			karr1236	Karuwali			Karruwali	-25.833018	140.026291	[i-rxw][w-][a-][g-karr1236]
ryn			nort2935	Amami-Oshima. Northern			Northern Amami-Oshima	28.20991	129.45346	[i-ryn][w-][a-][g-nort2935]
rys			yaey1239	Yaeyama			Yaeyama	24.3401	123.801	[i-rys][w-][a-][g-yaey1239]
ryu	ryu	3172	cent2126	Okinawan. Central	Shuri	Okinawan {Shuri}	Central Okinawan	26.14854	127.7816	[i-ryu][w-ryu][a-3172][g-cent2126]
rzh			jaba1234				Jabal Razih	16.9092	43.2416905	[i-rzh][w-][a-][g-jaba1234]
saa			saba1276	Saba			Saba	11.3072	18.4906	[i-saa][w-][a-][g-saba1276]
sab	bgl	2392	bugl1243	Buglere	Buglere	Buglere	Buglere	8.57695	-81.25648	[i-sab][w-bgl][a-2392][g-bugl1243]
sac	fox	694	mesk1242	Meskwaki	Fox	Fox	Meskwaki	44	-89	[i-sac][w-fox][a-694][g-mesk1242]
sad	sdw	347	sand1273	Sandawe	Sandawe	Sandawe	Sandawe	-5.26918	35.4808	[i-sad][w-sdw][a-347][g-sand1273]
sae			saba1268	Sabane			Sabane	-12.9857	-60.335	[i-sae][w-][a-][g-saba1268]
saf			safa1243	Safaliba			Safaliba	8.93768	-2.58467	[i-saf][w-][a-][g-safa1243]
sag	san	466	sang1328	Sango	Sango	Sango	Sango	6.78584	20.1702	[i-sag][w-san][a-466][g-sang1328]
sah	ykt	2662	yaku1245	Yakut	Yakut	Yakut	Sakha	61.69744	133.98031	[i-sah][w-ykt][a-2662][g-yaku1245]
saj	sah	343	sahu1245	Sahu	Sahu	Sahu	Sahu	1.00742	127.493	[i-saj][w-sah][a-343][g-sahu1245]
sak			sake1247	Sake			Sake	0.25188	11.787	[i-sak][w-][a-][g-sake1247]
sam			sama1314	Samaritan Aramaic			Samaritan Aramaic	32.3107	35.258	[i-sam][w-][a-][g-sama1314]
san		699	sans1269	Sanskrit		Sanskrit	Sanskrit	20	77	[i-san][w-][a-699][g-sans1269]
sao			saus1247	Sause			Sause	-3.16632	139.627	[i-sao][w-][a-][g-saus1247]
sap			sana1281				Sanapana {Retired}	-22.11454	-58.90698	[i-sap][w-][a-][g-sana1281]
saq			samb1315	Samburu			Samburu	1.60735	37.0539	[i-saq][w-][a-][g-samb1315]
sar			sara1331	Saraveca			Saraveca	-16.07	-57.8	[i-sar][w-][a-][g-sara1331]
sas		2995	sasa1249	Sasak		Sasak	Sasak	-8.58349	116.284	[i-sas][w-][a-2995][g-sasa1249]
sat	stl	2880	sant1410	Santhali	Santali	Satar	Santali	25.0317	87.8185	[i-sat][w-stl][a-2880][g-sant1410]
sat	stl	635	sant1410	Santhali	Santali	Santali	Santali	25.0317	87.8185	[i-sat][w-stl][a-635][g-sant1410]
sau			sale1244	Saleman			Saleman	-2.82548	129.427	[i-sau][w-][a-][g-sale1244]
sav			saaf1238	Saafi-Saafi			Saafi-Saafi	14.625	-17.0568	[i-sav][w-][a-][g-saaf1238]
saw			sawi1257	Sawi			Sawi	-5.99286	138.643	[i-saw][w-][a-][g-sawi1257]
sax			saaa1241	Sa			Sa	-15.9534	168.228	[i-sax][w-][a-][g-saaa1241]
say			saya1246	Saya			Saya	9.69441	9.71748	[i-say][w-][a-][g-saya1246]
saz		2909	saur1248	Saurashtra		Saurashtra	Saurashtra	9.99172	77.9427	[i-saz][w-][a-2909][g-saur1248]
sba	ngm	2395	ngam1268	Ngambay	Ngambay	Ngambay	Ngambay	8.57051	15.414	[i-sba][w-ngm][a-2395][g-ngam1268]
sbb			simb1256	Simbo			Simbo	-8.26947	156.541	[i-sbb][w-][a-][g-simb1256]
sbc	kel	2396	kele1258	Kele	Kele	Kele	Kele {Papua New Guinea}	-2.09163	147.064	[i-sbc][w-kel][a-2396][g-kele1258]
sbd			sout2844	Samo. Southern			Southern Samo	12.713	-2.9052	[i-sbd][w-][a-][g-sout2844]
sbe	slb	737	sali1295	Saliba	Saliba {in Papua New Guinea}	Saliba	Saliba	-10.6148	150.727	[i-sbe][w-slb][a-737][g-sali1295]
sbf	shb	2397	shab1252	Shabo	Shabo	Shabo	Shabo	7.64407	35.223	[i-sbf][w-shb][a-2397][g-shab1252]
sbg			sege1235	Seget			Seget	-1.36931	131.218	[i-sbg][w-][a-][g-sege1235]
sbh			sori1242	Sori-Harengan			Sori-Harengan	-1.98384	146.642	[i-sbh][w-][a-][g-sori1242]
sbi			seti1248	Seti			Seti	-3.45521	141.827	[i-sbi][w-][a-][g-seti1248]
sbj			surb1238	Surbakhal			Surbakhal	13.1331	21.6243	[i-sbj][w-][a-][g-surb1238]
sbk			safw1238	Safwa			Safwa	-8.54936	33.4766	[i-sbk][w-][a-][g-safw1238]
sbl			boto1242	Sambal. Botolan			Botolan Sambal	15.2315	120.164	[i-sbl][w-][a-][g-boto1242]
sbm			saga1256	Sagala			Sagala	-6.98537	36.9153	[i-sbm][w-][a-][g-saga1256]
sbn			sind1270	Sindhi Bhil			Sindhi Bhil	24.5408	69.0008	[i-sbn][w-][a-][g-sind1270]
sbo			sabu1253	Sabum			Sabum	5.34694	101.065	[i-sbo][w-][a-][g-sabu1253]
sbp			sang1330	Sangu			Sangu {Tanzania}	-8.4	33.9	[i-sbp][w-][a-][g-sang1330]
sbq			sile1255	Sileibi			Sirva	-4.98243	145.225	[i-sbq][w-][a-][g-sile1255]
sbr			semb1240	Sembakung Murut			Sembakung Murut	4.22102	116.799	[i-sbr][w-][a-][g-semb1240]
sbs	sub	2398	subi1246	Kuhane	Subiya	Subiya	Subiya	-17.5696	24.8867	[i-sbs][w-sub][a-2398][g-subi1246]
sbt			kimk1238	Kimki			Kimki	-4.2742	140.884	[i-sbt][w-][a-][g-kimk1238]
sbu	tod	2399	stod1241	Stod Bhoti	Tod	Tod	Stod Bhoti	32.497	77.116	[i-sbu][w-tod][a-2399][g-stod1241]
