stock	mbranch	sbranch	ssbranch	lsbranch	language	LID	glottolog_LID.2014	ISO639.3.2013
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Sedang	2409	seda1262	sed
Senufo	NA	NA	NA	NA	Senadi	2410	ceba1235	sef
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sena	2411	nucl1396	seh
Seri	NA	NA	NA	NA	Seri	2412	seri1257	sei
Finisterre-Huon	Huon	Western Huon	NA	NA	Selepet	2413	sele1250	spl
Uto-Aztecan	Northern Uto-Aztecan	Takic	NA	NA	Serrano	2414	serr1255	ser
Tucánoan	NA	NA	NA	NA	Secoya	2415	seco1241	sey
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Rushan	2416	shug1248	sgh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Ishkashimi	2417	sang1316	isk
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Sursurunga	2418	surs1246	sgz
Yanomaman	NA	NA	NA	NA	Shiriana	2419	nina1238	shb
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Shona	2420	shon1251	sna
Berber	NA	NA	NA	Berber	Tashlhiyt	2421	tach1250	shi
Daju	NA	NA	NA	NA	Shatt	2422	shat1244	shj
Nilotic	Western Nilotic	Lwo	Northern Lwo	NA	Shilluk	2423	shil1265	shk
Indo-European	Indo-Iranian	Iranian	NA	NA	Koluri	2424	shah1254	shm
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Jibbali	2425	sheh1240	shv
Berber	NA	NA	NA	Berber	Berber (Chaouia)	2426	tach1249	shy
Kru	NA	NA	NA	NA	Seme	2427	siam1242	sif
Tucánoan	NA	NA	NA	NA	Siona	2428	sion1247	snn
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Sio	2429	sioo1240	xsi
Sino-Tibetan	Bodic	Tibetan	NA	NA	Sikkimese	2430	sikk1242	sip
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Sama Bajaw	NA	Bajau (Semporna)	2431	cent2092	sml
Berber	NA	NA	NA	Berber	Berber (Siwa)	2432	siwi1239	siz
Tai-Kadai	NA	NA	NA	NA	Shan	2433	shan1277	shn
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Siar	2434	siar1238	sjr
Algic	Algonquian	NA	NA	NA	Shawnee	2435	shaw1249	sjw
Tai-Kadai	NA	NA	NA	NA	Saek	2436	saek1240	skb
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Sikule	2437	siku1242	skh
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Sika	2438	sika1262	ski
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Sakao	2439	saka1289	sku
Macro-Skou	Skou-Serra-Warapu	NA	NA	NA	Sko	2440	nucl1634	skv
Na-Dene	Athabaskan	NA	NA	NA	Slavey	2441	sout2959	xsl
Saliban	NA	NA	NA	NA	Sáliba (Colombia)	2442	sali1298	slc
Salishan	Coast Salish	Central Coast Salish	Lushootseed	NA	Salish (Southern Puget Sound)	2443	sout2965	slh
Indo-European	Balto-Slavic	Slavic	West Slavic	NA	Slovak	2444	slov1269	slk
Turkic	Common Turkic	Karluk (Southeastern Turkic)	Uyghur	NA	Salar	2445	sala1264	slr
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Selaru	2446	sela1259	slu
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Slovene	2447	slov1268	slv
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Selayar	2448	sela1260	sly
Austronesian	Malayo-Polynesian	South Halmahera-Western New Guinea (SHWNG)	NA	NA	Ma'ya	2449	maya1282	slz
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Kambera	2450	kamb1299	xbr
East Strickland	NA	NA	NA	NA	Nomad	2451	samo1303	smq
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Simeulue	2452	sime1241	smr
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Sinaugoro	2453	sina1266	snc
Indo-European	Indo-Iranian	Indo-Aryan	Dardic (Northwestern Indo-Aryan)	NA	Sindhi	2454	sind1272	snd
North Atlantic	NA	NA	NA	NA	Noon	2455	noon1242	snf
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Sinhala	2456	sinh1246	sin
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Dhivehi	2457	dhiv1236	div
Mande	West Mande	NA	NA	NA	Soninke	2458	soni1259	snk
Eastern Highlands	Gorokan	NA	NA	NA	Siane	2459	sian1257	snp
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sangu	2460	sang1333	snq
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Sa'ban	2461	saba1265	snv
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Sobei	2462	sobe1238	sob
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Songe	2463	song1303	sop
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Sonsorol-Tobi	2464	sons1242	sov
Indo-European	Italic-Celtic	Italic	NA	NA	Ladino	2465	ladi1251	lad
Salishan	Interior Salish	Southern Interior Salish	NA	NA	Spokane	2466	spok1245	spo
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Taiof	2467	sapo1253	sps
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Sapuan	2468	sapu1248	spu
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Soqotri	2469	soqo1240	sqt
Austroasiatic	Munda	Southern Munda	NA	NA	Sora	2470	sora1254	srb
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Serbian-Croatian	2471	croa1245	hrv
Tucánoan	NA	NA	NA	NA	Siriano	2472	siri1274	sri
Orya-Mawes-Tor-Kwerba	Kwerba	NA	NA	NA	Isirawa	2473	isir1237	srl
Saramaccan	NA	NA	NA	NA	Saramaccan	2474	sara1340	srm
Sranan	NA	NA	NA	NA	Sranan	2475	sran1240	srn
Tupian	Tupi-Guaraní	NA	NA	NA	Sirionó	2476	siri1273	srq
Na-Dene	Athabaskan	NA	NA	NA	Sarcee	2477	sars1236	srs
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sotho (Northern)	2478	pedi1238	nso
Madang	Rai Coast	NA	NA	NA	Siroi	2479	siro1249	ssd
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Sama (Balangingi)	2480	bala1311	sse
Austronesian	Western Plains (Formosa)	NA	NA	NA	Thao	2481	thao1240	ssf
Gur	South Gur	NA	NA	NA	Sisaala	2482	west2465	ssl
Cushitic	Eastern Cushitic	NA	NA	NA	Oromo (Waata)	2483	waat1238	ssn
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sesotho	2484	sout2807	sot
Sign Language Spanish	NA	NA	NA	NA	Sign Language Spanish	2485	span1263	ssp
Chimbu-Wahgi	Chimbu	NA	NA	NA	Tabare	2486	sina1271	sst
Cushitic	Eastern Cushitic	NA	NA	NA	Saho	2487	saho1246	ssy
Austronesian	Malayo-Polynesian	Oceanic	Temotu	Reefs-Santa Cruz	Natügu	2488	natu1249	stc
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Stieng	2489	bulo1242	sti
Siouan	NA	NA	NA	NA	Stoney	2490	ston1242	sto
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Salish (Straits)	2491	stra1244	str
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sukuma	2492	suku1261	suk
Mande	West Mande	NA	NA	NA	Susu	2493	susu1250	sus
Suki-Gogodala	NA	NA	NA	NA	Suki	2494	suki1245	sui
Misumalpan	Sumalpan	NA	NA	NA	Sumu	2495	maya1285	yan
Taman	NA	NA	NA	NA	Sungor	2496	assa1269	sjg
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Sundanese	2497	sund1252	sun
Chadic	West Chadic	West - A (West Chadic)	NA	Bole-Angas group	Mupun	2498	mwag1236	sur
Sino-Tibetan	Greater Sherdukpen	NA	NA	NA	Sulung	2499	sulu1241	suv
Central Solomons	NA	NA	NA	NA	Savosavo	2500	savo1255	svs
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Comorian	2501	maor1244	swb
Tai-Kadai	NA	NA	NA	NA	Sui	2502	suii1243	swi
Svenska Teckenspråket	NA	NA	NA	NA	Svenska Teckenspråket	2503	swed1236	swl
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Swati	2505	swat1243	ssw
Indo-European	Germanic	West Germanic	NA	NA	Low German	2506	plau1238	pdt
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Sengele	2507	seng1278	szg
Marind	NA	NA	NA	NA	Inanwatan	2508	suab1238	szp
Austronesian	Malayo-Polynesian	South Halmahera-Western New Guinea (SHWNG)	NA	NA	Sawai	2509	sawa1247	szw
Na-Dene	Athabaskan	NA	NA	NA	Tanana (Lower)	2510	lowe1425	taa
Nakh-Daghestanian	Daghestanian	Lezgian	Samurian (core Lezgian)	Western Samurian	Tabasaran	2511	taba1259	tab
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Tarahumara (Western)	2512	lowl1265	tac
Arawakan	North Amazonian	NA	NA	NA	Tariana	2513	tari1256	tae
Tupian	Tupi-Guaraní	NA	NA	NA	Tapiete	2514	tapi1253	tpj
Gur	South Gur	NA	NA	NA	Tampulma	2515	tamp1252	tpm
Chadic	West Chadic	West - A (West Chadic)	NA	Tangale	Tangale	2516	nucl1696	tan
Kiowa-Tanoan	Tiwa	NA	NA	NA	Tiwa (Northern)	2517	nort1550	twf
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tabwa	2518	taab1238	tap
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Tarahumara (Central)	2519	cent2131	tar
Tucánoan	NA	NA	NA	NA	Tatuyo	2520	tatu1247	tav
Austronesian	Atayalic	NA	NA	NA	Atayal	2521	atay1247	tay
Eleman	NA	NA	NA	NA	Kaki Ae	2522	kaki1249	tbd
Eastern Highlands	Kainantu	NA	NA	NA	Tairora	2523	nort2920	tbg
Pama-Nyungan	Yuin-Kuric	NA	NA	NA	Dharawal	2524	thur1254	tbh
Jebel	NA	NA	NA	NA	Ingessana	2525	gaam1241	tbi
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tboli	2526	tbol1240	tbl
Uto-Aztecan	Southern Uto-Aztecan	NA	NA	NA	Tubar	2527	tuba1279	tbu
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tagbanwa (Aborlan)	2528	tagb1258	tbw
West Papuan	North Halmaheran	NA	NA	NA	Tabaru	2529	taba1263	tby
Tikuna-Yurí	NA	NA	NA	NA	Ticuna	2530	ticu1245	tca
Na-Dene	Athabaskan	NA	NA	NA	Tanacross	2531	tana1290	tcb
Nilotic	Southern Nilotic	NA	NA	NA	Datooga	2532	dato1239	tcc
Kayagar	NA	NA	NA	NA	Tamagario	2533	tama1336	tcg
Turkic	Common Turkic	Oghuz	NA	NA	Turkmen	2534	turk1304	tuk
Broken	NA	NA	NA	NA	Broken	2535	torr1261	tcs
Dravidian	South Dravidian	South Dravidian I	NA	NA	Tamil	2536	tami1289	tam
Dravidian	South Dravidian	South Dravidian II (”South-Central”)	NA	NA	Telugu	2537	telu1262	tel
Dravidian	South Dravidian	South Dravidian I	NA	NA	Toda	2538	toda1252	tcx
Dravidian	South Dravidian	South Dravidian I	NA	NA	Tulu	2539	tulu1258	tcy
Sino-Tibetan	Kukish (Mizo-Kuki-Chin)	Northern Chin	NA	NA	Thadou	2540	thad1238	tcz
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tondano	2541	tond1251	tdn
Lakes Plain	Tariku	NA	NA	NA	Doutai	2542	dout1240	tds
Arawakan	Xingu (S. Brasilian)	NA	NA	NA	Terena	2543	tere1279	ter
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Tepehuan (Southeastern)	2544	sout2976	stp
Chon	NA	NA	NA	NA	Tehuelche	2545	tehu1242	teh
South Atlantic	NA	NA	NA	NA	Temne	2546	timn1235	tem
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tetela	2547	tete1250	tll
Nilotic	Southern Nilotic	Kalenjin	NA	NA	Teso	2548	teso1249	teo
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Tepecano	2549	tepe1278	tep
Temein	NA	NA	NA	NA	Temein	2550	nucl1339	teq
Algic	Algonquian	NA	NA	NA	Atikamekw	2551	atik1240	atj
Kuliak	NA	NA	NA	NA	So	2552	sooo1256	teu
Kiowa-Tanoan	Tewa	NA	NA	NA	Tewa (Arizona)	2553	tewa1260	tew
Surmic	NA	NA	NA	NA	Tennet	2554	tenn1246	tex
Na-Dene	Athabaskan	NA	NA	NA	Tanaina	2555	tana1289	tfn
Chibchan	Talamanca	NA	NA	NA	Teribe	2556	teri1250	tfr
West Papuan	North Halmaheran	NA	NA	NA	Ternate	2557	tern1247	tft
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Tigak	2558	tiga1245	tgc
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Tangga	2559	tang1348	tgg
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Tigrinya	2560	tigr1271	tir
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Sudest	2561	sude1239	tgo
Pama-Nyungan	Paman	Western Pama	NA	NA	Thaayorre	2562	thay1249	thd
Sino-Tibetan	Remnant Himalayish	NA	NA	NA	Thangmi	2563	than1259	thf
Salishan	Interior Salish	Northern Interior Salish	NA	NA	Thompson	2564	thom1243	thp
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tahitian	2565	tahl1239	tht
Berber	NA	NA	NA	Berber	Tuareg (Ahaggar)	2566	taha1241	thv
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Tigré	2567	tigr1270	tig
Macro-Ok	Mountain Ok	NA	NA	NA	Tifal	2568	tifa1245	tif
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Timugon	2569	timu1262	tih
Benue-Congo	Bantoid	NA	NA	NA	Tikar	2570	tika1246	tik
Salishan	Coast Salish	NA	NA	NA	Tillamook	2571	till1254	til
Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	NA	Tindi	2572	tind1238	tin
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Teop	2573	teop1238	tio
Benue-Congo	Bantoid	NA	NA	NA	Tiv	2574	tivv1240	tiv
Kiowa-Tanoan	Tiwa	NA	NA	NA	Tiwa (Southern)	2575	sout2961	tix
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tiruray	2576	tiru1241	tiy
Nakh-Daghestanian	Daghestanian	Lezgian	Samurian (core Lezgian)	Eastern Samurian	Tsakhur	2577	tsak1249	tkr
Indo-European	Indo-Iranian	Iranian	Southwest Iranian	NA	Tati (Southern)	2578	take1255	tks
Austronesian	Malayo-Polynesian	Oceanic	Temotu	NA	Buma	2579	tean1237	tkw
West Papuan	North Halmaheran	NA	NA	NA	Tobelo	2580	tobe1252	tlb
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Talaud	2581	tala1285	tld
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Talinga	2582	tali1258	tlj
Kordofanian	NA	NA	NA	NA	Jomang	2583	talo1250	tlo
Taman	NA	NA	NA	NA	Tama	2584	tama1331	tma
Chadic	East Chadic	NA	NA	NA	Tumak	2585	tuma1260	tmc
Upper Yuat	NA	NA	NA	NA	Haruai	2586	haru1245	tmd
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Tumleo	2588	tuml1238	tmq
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Timorese	2589	uabm1237	aoz
Pano-Tacanan	Tacanan	NA	NA	NA	Tacana	2590	taca1256	tna
Tucánoan	NA	NA	NA	NA	Retuarã	2591	tani1257	tnc
Chibchan	NA	NA	NA	NA	Tunebo	2592	cent2150	tuf
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Kwamera	2593	kwam1252	tnk
Sentani	NA	NA	NA	NA	Tabla	2594	tabl1243	tnm
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tontemboan	2595	tont1239	tnt
Guaicuruan	NA	NA	NA	NA	Toba	2596	toba1269	tob
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tonga (Zambia)	2597	tong1318	toi
Mayan	Greater Kanjobalan	Chujean	NA	NA	Tojolabal	2598	tojo1241	toj
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tokelauan	2599	toke1240	tkl
Totonac-Tepehuan	NA	NA	NA	NA	Totonac (Xicotepec de Juárez)	2600	xico1235	too
Totonac-Tepehuan	NA	NA	NA	NA	Totonac (Sierra)	2601	high1243	tos
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tongan	2602	tong1325	ton
Kiowa-Tanoan	NA	NA	NA	NA	Jemez	2603	jeme1245	tow
Eleman	NA	NA	NA	NA	Toaripi	2604	toar1246	tqo
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Nyamkad	2605	tukp1239	tpq
Subtiaba-Tlapanec	NA	NA	NA	NA	Tlapanec	2606	mali1285	tcf
Otomanguean	Mixtecan	NA	NA	NA	Trique (Copala)	2607	copa1237	trc
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Neo-Aramaic (Persian Azerbaijan)	2608	lish1246	trg
Sino-Tibetan	Kukish (Mizo-Kuki-Chin)	Northern Chin	NA	NA	Tarao	2609	tara1313	tro
Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	Bodo	NA	Kokborok	2610	kokb1239	trp
Taushiro	NA	NA	NA	NA	Taushiro	2611	taus1253	trr
Otomanguean	Mixtecan	NA	NA	NA	Trique (Chicahuaxtla)	2612	chic1273	trs
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Chuukese	2613	chuu1238	chk
Austronesian	Atayalic	NA	NA	NA	Seediq	2614	taro1264	trv
Indo-European	Indo-Iranian	Indo-Aryan	Dardic (Northwestern Indo-Aryan)	NA	Torwali	2615	torw1241	trw
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tausug	2616	taus1251	tsg
Sino-Tibetan	Tsangla	NA	NA	NA	Tshangla	2617	tsha1245	tsj
Türk Isaret Dili	NA	NA	NA	NA	Türk Isaret Dili	2618	turk1288	tsm
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tsonga	2619	tson1249	tso
Gur	North Gur	NA	NA	NA	Toussian	2620	nort2787	tsp
Sign Language Thai	NA	NA	NA	NA	Sign Language Thai	2621	thai1240	tsq
Sign Language Taiwanese	NA	NA	NA	NA	Sign Language Taiwanese	2622	taiw1241	tss
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tsogo	2623	tsog1243	tsv
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tswana	2624	tswa1253	tsn
Austronesian	Tsouic	NA	NA	NA	Tsou	2625	tsou1248	tsu
Siouan	NA	NA	NA	NA	Tutelo	2626	tute1247	tta
Mayan	Quichean-Mamean (Eastern Maya)	Mamean	NA	NA	Teco	2627	tekt1235	ttc
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Tobati	2628	toba1266	tti
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Tetun	2629	tetu1245	tet
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Tatar	2630	tata1255	tat
Indo-European	Indo-Iranian	Iranian	Southwest Iranian	NA	Tat (Muslim)	2631	musl1236	ttt
Lakes Plain	Tariku	NA	NA	NA	Sikaritai	2632	sika1263	tty
Uto-Aztecan	Northern Uto-Aztecan	NA	NA	NA	Tubatulabal	2633	tuba1278	tub
Tucánoan	NA	NA	NA	NA	Tuyuca	2634	tuyu1244	tue
East New Britain	NA	NA	NA	NA	Taulil	2635	taul1251	tuh
Adamawa-Ubangi	NA	NA	NA	NA	Tupuri	2636	tupu1244	tui
Tucánoan	NA	NA	NA	NA	Tucano	2637	tuca1252	tuo
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Hdi	2638	hdii1240	xed
Iroquoian	Northern Iroquoian	Tuscarora-Nottoway	NA	NA	Tuscarora	2639	tusc1257	tus
Na-Dene	Athabaskan	NA	NA	NA	Tutchone (Northern)	2640	nort2941	ttm
Nilotic	Eastern Nilotic	Teso-Turkana	NA	NA	Turkana	2641	turk1308	tuv
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Central Vanuatu linkage	Ambrym (Southeast)	2642	sout2859	tvk
West Papuan	North Halmaheran	NA	NA	NA	Tidore	2643	tido1248	tvo
Salishan	Coast Salish	Central Coast Salish	NA	NA	Twana	2644	twan1247	twa
Kwa	Potou-Tano	NA	NA	NA	Akan	2645	akan1250	aka
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Tarangan (West)	2646	west2538	txn
Macro-Ge	Ge	Amazonian Ge	Northern Ge	NA	Kayapó	2647	kaya1330	txu
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Tatana'	2648	tata1257	txx
Pama-Nyungan	Paman	Rarmul Pama	NA	NA	Thaypan	2649	thay1248	typ
Sign Language Tanzania	NA	NA	NA	NA	Sign Language Tanzania	2650	tanz1238	tza
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzeltal (Bachajón)	2651	tzel1254	tzh
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzotzil	2652	tzot1259	tzo
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Tugun	2653	tugu1245	tzn
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzotzil (San Andrés)	2654	tzot1259	tzo
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzotzil (Zinacantán)	2655	tzot1259	tzo
West Caucasian	Abkhazian-Ubykh	NA	NA	NA	Ubykh	2656	ubyk1235	uby
Tungusic	Central Tungusic	Central-Eastern Tungusic	NA	NA	Udihe	2657	udih1248	ude
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Uldeme	2658	wuzl1236	udl
Sign Language Ugandan	NA	NA	NA	NA	Sign Language Ugandan	2659	ugan1238	ugn
Indo-European	Balto-Slavic	Slavic	East Slavic	NA	Ukrainian	2660	ukra1253	ukr
Sign Language Urubú	NA	NA	NA	NA	Sign Language Urubú	2661	urub1243	uks
Turkic	Common Turkic	Northern Turkish	Siberian	NA	Yakut	2662	yaku1245	sah
Tungusic	Central Tungusic	Central-Western Tungusic	NA	NA	Ulcha	2663	ulch1241	ulc
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Ulithian	2664	ulit1238	uli
Western Fly	NA	NA	NA	NA	Meryam Mir	2665	meri1244	ulk
Plateau Penutian	Klamath-Sahaptian	NA	NA	NA	Sahaptin (Umatilla)	2666	umat1237	uma
Chimbu-Wahgi	Hagen	NA	NA	NA	Kaugel	2667	umbu1258	ubu
Algic	Algonquian	NA	NA	NA	Munsee	2668	muns1251	umu
Worrorran	NA	NA	NA	NA	Worora	2669	woro1255	wro
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Central Vanuatu linkage	Atchin	2670	urip1239	upv
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Hindi-Urdu	Urdu	2671	urdu1245	urd
Chipaya	NA	NA	NA	NA	Uru	2672	uruu1244	ure
Benue-Congo	Edoid	NA	NA	NA	Urhobo	2673	urho1239	urh
Urim	NA	NA	NA	NA	Urim	2674	urim1252	uri
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Urak Lawoi'	2675	urak1238	urk
Orya-Mawes-Tor-Kwerba	Tor	NA	NA	NA	Orya	2676	orya1242	ury
Turkic	Common Turkic	Oghuz	NA	NA	Urum	2677	urum1249	uum
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Ura	2678	urav1235	uur
Pama-Nyungan	Paman	Northern Pama	NA	NA	Kugu Nganhcara	2679	kuku1280	uwa
Turkic	Common Turkic	Karluk (Southeastern Turkic)	NA	NA	Uzbek (Northern)	2680	uzbe1247	uzb
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Vafsi	2681	vafs1240	vaf
Gur	South Gur	NA	NA	NA	Vagla	2682	vagl1239	vag
Mande	West Mande	NA	NA	NA	Vai	2683	vaii1241	vai
Torricelli	Wapei-Palei	NA	NA	NA	Walman	2684	valm1241	van
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Guarijío	2685	huar1255	var
Indo-European	Indo-Iranian	Indo-Aryan	NA	NA	Vasavi	2686	vasa1239	vas
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Vedda	2687	vedd1240	ved
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Venda	2688	vend1245	ven
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Veps	2689	veps1250	vep
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Iduna	2690	idun1242	viv
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Kutai	2691	teng1267	vkt
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Kayu Agung	2692	kome1238	kge
Indo-European	Germanic	West Germanic	NA	NA	Dutch (Zeeuws)	2693	dutc1256	nld
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Makua	2695	makh1264	vmw
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Votic	2696	voti1245	vot
Plateau Penutian	Klamath-Sahaptian	NA	NA	NA	Sahaptin (Northern)	2697	wall1238	waa
Chimbu-Wahgi	Wahgi	NA	NA	NA	Wahgi	2698	nucl1620	wgi
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Wallisian	2699	wall1257	wls
Algic	Algonquian	NA	NA	NA	Massachusett	2700	wamp1249	wam
Arawakan	NA	NA	NA	NA	Wapishana	2701	wapi1253	wap
Gunwingguan	NA	NA	NA	NA	Wagiman	2702	wage1238	waq
Arawakan	Xingu (S. Brasilian)	NA	NA	NA	Waurá	2703	waur1244	wau
Cariban	NA	NA	NA	NA	Wai Wai	2704	waiw1244	waw
Lower Sepik - Ramu	Lower Ramu	Watam-Gamay-Awar	Watam-Kaian	NA	Watam	2705	wata1253	wax
Cariban	NA	NA	NA	NA	Wayana	2706	waya1269	way
Omotic	NA	NA	NA	NA	Wolaytta	2707	wola1242	wal
